FIPS,State,county_state,fi_rate,number_fi_persons,percent_low_threshold,low_threshold_type,percent_high_threshold,high_threshold_type,percent_fi_below_low_threshold,percent_fi_btwn_threshold,percent_fi_above_threshold,child_fi_rate,child_fi_persons,cost_per_meal,weighted_annual_food_budget_shortfall
51093,VA,"Isle of Wight County, Virginia",0.103,3730,1.3,SNAP,1.85,Other Nutrition Program,0.437,0.13,0.433,0.141,1070,3.3,2100000
51095,VA,"James City County, Virginia",0.08,5820,1.3,SNAP,1.85,Other Nutrition Program,0.389,0.118,0.493,0.117,1750,3.86,3833000
51097,VA,"King and Queen County, Virginia",0.121,850,1.3,SNAP,1.85,Other Nutrition Program,0.557,0.311,0.131,0.194,260,3.13,454000
51099,VA,"King George County, Virginia",0.081,2070,1.3,SNAP,1.85,Other Nutrition Program,0.427,0.093,0.48,0.118,780,3.3,1164000
51101,VA,"King William County, Virginia",0.094,1530,1.3,SNAP,1.85,Other Nutrition Program,0.412,0.161,0.427,0.16,610,3.12,815000
51103,VA,"Lancaster County, Virginia",0.127,1380,1.3,SNAP,1.85,Other Nutrition Program,0.485,0.254,0.261,0.141,240,3.26,768000
51105,VA,"Lee County, Virginia",0.144,3530,1.3,SNAP,1.85,Other Nutrition Program,0.692,0.081,0.227,0.219,1010,2.85,1717000
51107,VA,"Loudoun County, Virginia",0.034,12570,1.3,SNAP,1.85,Other Nutrition Program,0.443,0.164,0.393,0.082,8920,3.66,7854000
51109,VA,"Louisa County, Virginia",0.099,3460,1.3,SNAP,1.85,Other Nutrition Program,0.549,0.169,0.282,0.138,1000,3.11,1833000
51111,VA,"Lunenburg County, Virginia",0.145,1790,1.3,SNAP,1.85,Other Nutrition Program,0.655,0.187,0.158,0.177,410,2.87,877000
51113,VA,"Madison County, Virginia",0.09,1180,1.3,SNAP,1.85,Other Nutrition Program,0.634,0.171,0.195,0.12,330,3.01,607000
51115,VA,"Mathews County, Virginia",0.086,760,1.3,SNAP,1.85,Other Nutrition Program,0.481,0.132,0.387,0.161,220,3.09,400000
51117,VA,"Mecklenburg County, Virginia",0.152,4710,1.3,SNAP,1.85,Other Nutrition Program,0.556,0.204,0.24,0.168,990,2.94,2363000
51119,VA,"Middlesex County, Virginia",0.101,1090,1.3,SNAP,1.85,Other Nutrition Program,0.517,0.224,0.259,0.139,230,3.19,593000
51121,VA,"Montgomery County, Virginia",0.138,13440,1.3,SNAP,1.85,Other Nutrition Program,0.584,0.039,0.377,0.141,2160,3.44,7886000
51125,VA,"Nelson County, Virginia",0.108,1600,1.3,SNAP,1.85,Other Nutrition Program,0.598,0.111,0.291,0.155,430,3.19,870000
51127,VA,"New Kent County, Virginia",0.069,1420,1.3,SNAP,1.85,Other Nutrition Program,0.316,0.03,0.653,0.111,470,3.31,801000
51131,VA,"Northampton County, Virginia",0.16,1920,1.3,SNAP,1.85,Other Nutrition Program,0.642,0.097,0.261,0.204,490,3.05,1000000
51133,VA,"Northumberland County, Virginia",0.124,1520,1.3,SNAP,1.85,Other Nutrition Program,0.512,0.139,0.348,0.18,340,3.19,828000
51135,VA,"Nottoway County, Virginia",0.172,2670,1.3,SNAP,1.85,Other Nutrition Program,0.64,0.162,0.197,0.155,480,2.88,1310000
51137,VA,"Orange County, Virginia",0.086,3040,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.159,0.341,0.138,1070,3.22,1672000
51139,VA,"Page County, Virginia",0.117,2780,1.3,SNAP,1.85,Other Nutrition Program,0.588,0.144,0.268,0.187,900,3.03,1438000
51141,VA,"Patrick County, Virginia",0.119,2140,1.3,SNAP,1.85,Other Nutrition Program,0.689,0.109,0.202,0.222,720,2.95,1076000
51143,VA,"Pittsylvania County, Virginia",0.124,7670,1.3,SNAP,1.85,Other Nutrition Program,0.581,0.216,0.202,0.165,2020,3.13,4094000
51145,VA,"Powhatan County, Virginia",0.062,1760,1.3,SNAP,1.85,Other Nutrition Program,0.312,0.147,0.541,0.106,570,3.1,930000
51147,VA,"Prince Edward County, Virginia",0.16,3660,1.3,SNAP,1.85,Other Nutrition Program,0.499,0.199,0.302,0.154,580,2.83,1765000
51149,VA,"Prince George County, Virginia",0.123,4640,1.3,SNAP,1.85,Other Nutrition Program,0.377,0.133,0.49,0.153,1240,3.16,2506000
51153,VA,"Prince William County, Virginia",0.058,26320,1.3,SNAP,1.85,Other Nutrition Program,0.489,0.172,0.339,0.1,12500,3.22,14471000
51155,VA,"Pulaski County, Virginia",0.111,3810,1.3,SNAP,1.85,Other Nutrition Program,0.541,0.142,0.316,0.175,1090,2.89,1877000
51157,VA,"Rappahannock County, Virginia",0.08,590,1.3,SNAP,1.85,Other Nutrition Program,0.386,0.197,0.417,0.124,170,3.14,316000
51159,VA,"Richmond County, Virginia",0.131,1160,1.3,SNAP,1.85,Other Nutrition Program,0.581,0.089,0.331,0.174,260,3.09,613000
51161,VA,"Roanoke County, Virginia",0.08,7430,1.3,SNAP,1.85,Other Nutrition Program,0.415,0.13,0.455,0.123,2380,3.21,4073000
51163,VA,"Rockbridge County, Virginia",0.101,2260,1.3,SNAP,1.85,Other Nutrition Program,0.611,0.12,0.269,0.17,680,2.91,1124000
51165,VA,"Rockingham County, Virginia",0.078,6160,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.164,0.317,0.134,2360,2.88,3023000
51167,VA,"Russell County, Virginia",0.114,3150,1.3,SNAP,1.85,Other Nutrition Program,0.713,0.063,0.224,0.182,990,2.92,1568000
51169,VA,"Scott County, Virginia",0.107,2400,1.3,SNAP,1.85,Other Nutrition Program,0.661,0.124,0.214,0.167,700,2.75,1124000
51171,VA,"Shenandoah County, Virginia",0.082,3530,1.3,SNAP,1.85,Other Nutrition Program,0.558,0.249,0.193,0.131,1190,3.12,1880000
51173,VA,"Smyth County, Virginia",0.12,3750,1.3,SNAP,1.85,Other Nutrition Program,0.605,0.202,0.193,0.184,1140,2.89,1851000
51175,VA,"Southampton County, Virginia",0.129,2330,1.3,SNAP,1.85,Other Nutrition Program,0.482,0.147,0.371,0.139,490,3.05,1214000
51177,VA,"Spotsylvania County, Virginia",0.077,10010,1.3,SNAP,1.85,Other Nutrition Program,0.449,0.136,0.415,0.118,3920,3.01,5138000
51179,VA,"Stafford County, Virginia",0.063,8820,1.3,SNAP,1.85,Other Nutrition Program,0.326,0.209,0.465,0.101,3780,3.15,4738000
51181,VA,"Surry County, Virginia",0.146,980,1.3,SNAP,1.85,Other Nutrition Program,0.508,0.2,0.292,0.152,190,3,502000
51183,VA,"Sussex County, Virginia",0.182,2110,1.3,SNAP,1.85,Other Nutrition Program,0.391,0.069,0.54,0.176,310,3.02,1087000
51185,VA,"Tazewell County, Virginia",0.115,4910,1.3,SNAP,1.85,Other Nutrition Program,0.594,0.145,0.261,0.182,1500,2.82,2364000
51187,VA,"Warren County, Virginia",0.08,3140,1.3,SNAP,1.85,Other Nutrition Program,0.492,0.139,0.368,0.137,1200,2.93,1570000
51191,VA,"Washington County, Virginia",0.1,5450,1.3,SNAP,1.85,Other Nutrition Program,0.584,0.152,0.264,0.162,1660,3.01,2799000
51193,VA,"Westmoreland County, Virginia",0.108,1910,1.3,SNAP,1.85,Other Nutrition Program,0.404,0.334,0.263,0.11,370,3.2,1042000
51195,VA,"Wise County, Virginia",0.139,5510,1.3,SNAP,1.85,Other Nutrition Program,0.632,0.113,0.254,0.204,1620,2.89,2717000
51197,VA,"Wythe County, Virginia",0.109,3170,1.3,SNAP,1.85,Other Nutrition Program,0.585,0.185,0.231,0.171,1010,2.97,1607000
51199,VA,"York County, Virginia",0.074,4960,1.3,SNAP,1.85,Other Nutrition Program,0.314,0.182,0.504,0.111,1800,3.25,2749000
51510,VA,"Alexandria city, Virginia",0.1,15520,1.3,SNAP,1.85,Other Nutrition Program,0.482,0.12,0.398,0.121,3390,3.56,9424000
51520,VA,"Bristol city, Virginia",0.145,2480,1.3,SNAP,1.85,Other Nutrition Program,0.691,0.143,0.166,0.214,750,2.95,1250000
51530,VA,"Buena Vista city, Virginia",0.133,860,1.3,SNAP,1.85,Other Nutrition Program,0.759,0.208,0.033,0.199,270,2.99,439000
51540,VA,"Charlottesville city, Virginia",0.158,7350,1.3,SNAP,1.85,Other Nutrition Program,0.638,0.062,0.3,0.146,1060,4.34,5446000
51550,VA,"Chesapeake city, Virginia",0.11,25870,1.3,SNAP,1.85,Other Nutrition Program,0.415,0.113,0.472,0.132,7620,2.95,13009000
51570,VA,"Colonial Heights city, Virginia",0.114,2010,1.3,SNAP,1.85,Other Nutrition Program,0.577,0.227,0.195,0.158,630,3.03,1040000
51580,VA,"Covington city, Virginia",0.141,800,1.3,SNAP,1.85,Other Nutrition Program,0.618,0.165,0.217,0.21,230,2.81,384000
51590,VA,"Danville city, Virginia",0.199,8340,1.3,SNAP,1.85,Other Nutrition Program,0.612,0.216,0.172,0.195,1800,2.61,3716000
51595,VA,"Emporia city, Virginia",0.244,1340,1.3,SNAP,1.85,Other Nutrition Program,0.815,0.1,0.085,0.249,350,2.81,643000
51600,VA,"Fairfax city, Virginia",0.048,1130,1.3,SNAP,1.85,Other Nutrition Program,0.592,0.087,0.321,0.088,450,3.04,586000
51610,VA,"Falls Church city, Virginia",0.049,680,1.3,SNAP,1.85,Other Nutrition Program,0.252,0.136,0.611,0.078,270,3.77,438000
51620,VA,"Franklin city, Virginia",0.202,1680,1.3,SNAP,1.85,Other Nutrition Program,0.606,0.262,0.132,0.172,350,3.06,878000
51630,VA,"Fredericksburg city, Virginia",0.149,4200,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.069,0.434,0.15,880,3.76,2697000
51640,VA,"Galax city, Virginia",0.123,840,1.3,SNAP,1.85,Other Nutrition Program,0.656,0.228,0.116,0.177,240,2.87,411000
51650,VA,"Hampton city, Virginia",0.169,23080,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.147,0.356,0.158,4630,2.93,11544000
51660,VA,"Harrisonburg city, Virginia",0.154,8160,1.3,SNAP,1.85,Other Nutrition Program,0.645,0.083,0.272,0.148,1270,3.15,4392000
51670,VA,"Hopewell city, Virginia",0.185,4130,1.3,SNAP,1.85,Other Nutrition Program,0.616,0.19,0.194,0.197,1130,3.35,2364000
51678,VA,"Lexington city, Virginia",0.144,1020,1.3,SNAP,1.85,Other Nutrition Program,0.335,0.06,0.606,0.161,90,3.04,529000
51680,VA,"Lynchburg city, Virginia",0.174,13780,1.3,SNAP,1.85,Other Nutrition Program,0.563,0.134,0.303,0.186,2850,2.92,6859000
51683,VA,"Manassas city, Virginia",0.05,2080,1.3,SNAP,1.85,Other Nutrition Program,0.618,0.301,0.081,0.109,1210,3.04,1078000
51685,VA,"Manassas Park city, Virginia",0.046,730,1.3,SNAP,1.85,Other Nutrition Program,0.93,0.07,0,0.114,490,3.2,398000
51690,VA,"Martinsville city, Virginia",0.203,2690,1.3,SNAP,1.85,Other Nutrition Program,0.638,0.113,0.25,0.21,650,2.76,1269000
51700,VA,"Newport News city, Virginia",0.163,29470,1.3,SNAP,1.85,Other Nutrition Program,0.521,0.161,0.318,0.167,7060,2.9,14601000
51710,VA,"Norfolk city, Virginia",0.183,45010,1.3,SNAP,1.85,Other Nutrition Program,0.555,0.122,0.324,0.184,9070,3.15,24194000
51720,VA,"Norton city, Virginia",0.167,670,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.11,0.255,0.222,200,2.86,327000
51730,VA,"Petersburg city, Virginia",0.259,8280,1.3,SNAP,1.85,Other Nutrition Program,0.665,0.202,0.133,0.233,1550,2.84,4014000
51735,VA,"Poquoson city, Virginia",0.056,680,1.3,SNAP,1.85,Other Nutrition Program,0.368,0.079,0.552,0.107,290,2.98,346000
51740,VA,"Portsmouth city, Virginia",0.186,17750,1.3,SNAP,1.85,Other Nutrition Program,0.534,0.167,0.299,0.186,4180,2.81,8506000
51750,VA,"Radford city, Virginia",0.196,3400,1.3,SNAP,1.85,Other Nutrition Program,0.677,0.147,0.176,0.171,330,3.21,1864000
51760,VA,"Richmond city, Virginia",0.203,44840,1.3,SNAP,1.85,Other Nutrition Program,0.66,0.112,0.228,0.202,8040,3.07,23498000
51770,VA,"Roanoke city, Virginia",0.164,16330,1.3,SNAP,1.85,Other Nutrition Program,0.625,0.183,0.192,0.19,4200,2.8,7804000
51775,VA,"Salem city, Virginia",0.095,2440,1.3,SNAP,1.85,Other Nutrition Program,0.4,0.184,0.416,0.136,680,3.09,1287000
51790,VA,"Staunton city, Virginia",0.121,2930,1.3,SNAP,1.85,Other Nutrition Program,0.528,0.13,0.342,0.154,700,3.16,1582000
51800,VA,"Suffolk city, Virginia",0.134,11810,1.3,SNAP,1.85,Other Nutrition Program,0.437,0.138,0.425,0.136,2980,3.18,6401000
51810,VA,"Virginia Beach city, Virginia",0.097,43640,1.3,SNAP,1.85,Other Nutrition Program,0.403,0.169,0.428,0.123,12540,3.16,23524000
51820,VA,"Waynesboro city, Virginia",0.128,2770,1.3,SNAP,1.85,Other Nutrition Program,0.577,0.219,0.204,0.166,840,2.76,1302000
51830,VA,"Williamsburg city, Virginia",0.151,2240,1.3,SNAP,1.85,Other Nutrition Program,0.433,0.072,0.495,0.144,240,3.22,1229000
51840,VA,"Winchester city, Virginia",0.106,2920,1.3,SNAP,1.85,Other Nutrition Program,0.556,0.242,0.202,0.141,890,3.41,1700000
53001,WA,"Adams County, Washington",0.076,1470,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.199,1350,3,754000
53003,WA,"Asotin County, Washington",0.125,2790,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.819,,0.181,0.196,910,2.92,1391000
53005,WA,"Benton County, Washington",0.106,20210,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.8,,0.2,0.188,9620,2.93,10109000
53007,WA,"Chelan County, Washington",0.095,7110,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.914,,0.086,0.171,3100,3.39,4112000
53009,WA,"Clallam County, Washington",0.145,10670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.751,,0.249,0.24,3100,3.12,5681000
53011,WA,"Clark County, Washington",0.115,52750,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.677,,0.323,0.177,20200,3.11,27953000
53013,WA,"Columbia County, Washington",0.129,520,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.84,,0.16,0.199,150,3,266000
53015,WA,"Cowlitz County, Washington",0.14,14510,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.777,,0.223,0.211,5020,2.96,7331000
53017,WA,"Douglas County, Washington",0.092,3720,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.182,1950,3,1904000
53019,WA,"Ferry County, Washington",0.18,1360,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.797,,0.203,0.265,370,3.05,708000
53021,WA,"Franklin County, Washington",0.071,6340,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.186,5510,2.93,3172000
53023,WA,"Garfield County, Washington",0.128,290,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.798,,0.202,0.196,100,3.03,150000
53025,WA,"Grant County, Washington",0.094,8820,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.187,5260,2.95,4437000
53027,WA,"Grays Harbor County, Washington",0.143,10200,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.818,,0.182,0.218,3260,3.3,5747000
53029,WA,"Island County, Washington",0.117,9410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.618,,0.382,0.184,2770,3.61,5802000
53031,WA,"Jefferson County, Washington",0.13,3970,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.693,,0.307,0.212,850,4.04,2740000
53033,WA,"King County, Washington",0.115,244170,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.587,,0.413,0.155,68000,3.55,147915000
53035,WA,"Kitsap County, Washington",0.116,30000,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.596,,0.404,0.174,9400,3.22,16499000
53037,WA,"Kittitas County, Washington",0.149,6500,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.674,,0.326,0.175,1360,3.5,3887000
53039,WA,"Klickitat County, Washington",0.125,2650,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.876,,0.124,0.201,850,4.76,2150000
53041,WA,"Lewis County, Washington",0.137,10410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.831,,0.169,0.21,3490,3.13,5557000
53043,WA,"Lincoln County, Washington",0.122,1260,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.692,,0.308,0.208,460,3.02,649000
53045,WA,"Mason County, Washington",0.131,8030,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.778,,0.222,0.223,2670,3.1,4250000
53047,WA,"Okanogan County, Washington",0.141,5840,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.95,,0.05,0.231,2230,2.96,2955000
53049,WA,"Pacific County, Washington",0.141,2960,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.898,,0.102,0.225,810,4.38,2210000
53051,WA,"Pend Oreille County, Washington",0.143,1870,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.761,,0.239,0.217,560,3.01,961000
53053,WA,"Pierce County, Washington",0.132,111260,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.679,,0.321,0.186,37520,3.19,60630000
53055,WA,"San Juan County, Washington",0.107,1730,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.671,,0.329,0.178,400,3.25,959000
53057,WA,"Skagit County, Washington",0.113,13690,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.788,,0.212,0.189,5140,3.16,7393000
53059,WA,"Skamania County, Washington",0.131,1510,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.748,,0.252,0.205,470,3.16,815000
53061,WA,"Snohomish County, Washington",0.103,79670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.591,,0.409,0.159,28210,3.27,44411000
53063,WA,"Spokane County, Washington",0.141,69230,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,,0.26,0.2,22000,3,35421000
53065,WA,"Stevens County, Washington",0.141,6180,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.8,,0.2,0.221,2140,3.08,3253000
53067,WA,"Thurston County, Washington",0.123,33070,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.659,,0.341,0.181,10690,3.16,17838000
53069,WA,"Wahkiakum County, Washington",0.128,520,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.731,,0.269,0.211,150,3.06,272000
53071,WA,"Walla Walla County, Washington",0.111,6640,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.778,,0.222,0.177,2280,3.43,3891000
53073,WA,"Whatcom County, Washington",0.132,28070,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.748,,0.252,0.178,7550,3.27,15675000
53075,WA,"Whitman County, Washington",0.183,8760,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.717,,0.283,0.181,1310,3.58,5345000
53077,WA,"Yakima County, Washington",0.094,23330,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.205,15220,2.95,11725000
54001,WV,"Barbour County, West Virginia",0.15,2530,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.742,,0.258,0.22,740,2.88,1245000
54003,WV,"Berkeley County, West Virginia",0.113,12570,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.674,,0.326,0.159,4250,2.89,6206000
54005,WV,"Boone County, West Virginia",0.153,3550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.722,,0.278,0.24,1230,2.73,1653000
54007,WV,"Braxton County, West Virginia",0.151,2170,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.729,,0.271,0.235,680,2.88,1065000
54009,WV,"Brooke County, West Virginia",0.124,2860,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.605,,0.395,0.191,800,3,1463000
54011,WV,"Cabell County, West Virginia",0.159,15270,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.687,,0.313,0.201,3850,2.74,7144000
54013,WV,"Calhoun County, West Virginia",0.15,1110,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.848,,0.152,0.228,330,2.79,529000
54015,WV,"Clay County, West Virginia",0.163,1450,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.79,,0.21,0.22,450,2.81,695000
54017,WV,"Doddridge County, West Virginia",0.112,960,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.641,,0.359,0.156,230,2.81,460000
54019,WV,"Fayette County, West Virginia",0.145,6470,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.733,,0.267,0.212,1970,2.83,3126000
54021,WV,"Gilmer County, West Virginia",0.169,1410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.65,,0.35,0.223,290,2.85,685000
54023,WV,"Grant County, West Virginia",0.118,1380,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.813,,0.187,0.163,370,2.98,701000
54025,WV,"Greenbrier County, West Virginia",0.134,4750,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.742,,0.258,0.188,1320,2.96,2402000
54027,WV,"Hampshire County, West Virginia",0.133,3120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.776,,0.224,0.193,910,2.91,1552000
54029,WV,"Hancock County, West Virginia",0.13,3880,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.722,,0.278,0.198,1160,2.78,1842000
54031,WV,"Hardy County, West Virginia",0.122,1690,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.841,,0.159,0.2,550,2.96,852000
54033,WV,"Harrison County, West Virginia",0.122,8340,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.668,,0.332,0.169,2500,2.74,3901000
54035,WV,"Jackson County, West Virginia",0.125,3640,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.708,,0.292,0.18,1150,2.86,1778000
54037,WV,"Jefferson County, West Virginia",0.094,5260,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.597,,0.403,0.133,1690,2.96,2656000
54039,WV,"Kanawha County, West Virginia",0.139,26150,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.693,,0.307,0.19,7270,2.8,12498000
54041,WV,"Lewis County, West Virginia",0.147,2400,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.747,,0.253,0.222,760,2.86,1173000
54043,WV,"Lincoln County, West Virginia",0.156,3320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.779,,0.221,0.242,1160,3.1,1755000
54045,WV,"Logan County, West Virginia",0.158,5450,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.733,,0.267,0.224,1590,2.78,2581000
54047,WV,"McDowell County, West Virginia",0.199,3930,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.817,,0.183,0.282,1120,2.78,1862000
54049,WV,"Marion County, West Virginia",0.128,7270,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.693,,0.307,0.183,2080,3.21,3988000
54051,WV,"Marshall County, West Virginia",0.126,4040,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.704,,0.296,0.194,1260,2.96,2040000
