FIPS,State,"County, State",2017 Food Insecurity Rate,# of Food Insecure Persons in 2017,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2017 Child food insecurity rate,# of Food Insecure Children in 2017,% food insecure children in HH w/ HH incomes below 185 FPL in 2017,% food insecure children in HH w/ HH incomes above 185 FPL in 2017,2017 Cost Per Meal,2017 Weighted Annual Food Budget Shortfall
48203,TX,"Harrison County, Texas",19.8%," 13,210 ",165%,SNAP,185%,Other Nutrition Program,60.9%,4.7%,34.4%,24.8%," 4,220 ",69%,31%,$2.73,"$6,144,000.00"
48205,TX,"Hartley County, Texas",13.3%, 770 ,165%,SNAP,185%,Other Nutrition Program,34.9%,9.2%,55.9%,19.0%, 240 ,49%,51%,$3.01,"$395,000.00"
48207,TX,"Haskell County, Texas",15.6%, 910 ,165%,SNAP,185%,Other Nutrition Program,63.3%,4.5%,32.2%,26.9%, 260 ,88%,13%,$2.79,"$434,000.00"
48209,TX,"Hays County, Texas",13.2%," 25,740 ",165%,SNAP,185%,Other Nutrition Program,57.9%,2.1%,40.0%,19.1%," 8,740 ",55%,45%,$3.01,"$13,203,000.00"
48211,TX,"Hemphill County, Texas",10.6%, 440 ,165%,SNAP,185%,Other Nutrition Program,66.5%,7.1%,26.4%,19.0%, 250 ,77%,23%,$3.10,"$232,000.00"
48213,TX,"Henderson County, Texas",17.8%," 14,200 ",165%,SNAP,185%,Other Nutrition Program,65.1%,5.0%,30.0%,25.9%," 4,520 ",78%,22%,$3.00,"$7,262,000.00"
48215,TX,"Hidalgo County, Texas",11.4%," 95,430 ",165%,SNAP,185%,Other Nutrition Program,91.2%,3.1%,5.7%,28.4%," 79,880 ",73%,27%,$2.45,"$39,974,000.00"
48217,TX,"Hill County, Texas",16.5%," 5,790 ",165%,SNAP,185%,Other Nutrition Program,63.3%,5.2%,31.6%,24.2%," 2,000 ",72%,28%,$2.93,"$2,892,000.00"
48219,TX,"Hockley County, Texas",11.9%," 2,770 ",165%,SNAP,185%,Other Nutrition Program,71.4%,6.6%,22.1%,20.3%," 1,250 ",70%,30%,$2.88,"$1,363,000.00"
48221,TX,"Hood County, Texas",15.3%," 8,480 ",165%,SNAP,185%,Other Nutrition Program,50.6%,6.1%,43.3%,23.3%," 2,760 ",67%,33%,$2.79,"$4,041,000.00"
48223,TX,"Hopkins County, Texas",17.4%," 6,240 ",165%,SNAP,185%,Other Nutrition Program,68.3%,3.8%,27.9%,24.8%," 2,250 ",77%,23%,$2.92,"$3,111,000.00"
48225,TX,"Houston County, Texas",22.6%," 5,160 ",165%,SNAP,185%,Other Nutrition Program,66.3%,1.1%,32.6%,29.0%," 1,280 ",73%,27%,$2.63,"$2,314,000.00"
48227,TX,"Howard County, Texas",13.1%," 4,770 ",165%,SNAP,185%,Other Nutrition Program,62.1%,5.4%,32.5%,20.7%," 1,660 ",81%,19%,$2.82,"$2,295,000.00"
48229,TX,"Hudspeth County, Texas",13.4%, 500 ,165%,SNAP,185%,Other Nutrition Program,73.1%,4.0%,22.9%,29.8%, 270 ,73%,27%,$2.90,"$247,000.00"
48231,TX,"Hunt County, Texas",17.9%," 16,200 ",165%,SNAP,185%,Other Nutrition Program,63.4%,3.7%,32.9%,24.5%," 5,310 ",71%,29%,$2.71,"$7,485,000.00"
48233,TX,"Hutchinson County, Texas",15.9%," 3,460 ",165%,SNAP,185%,Other Nutrition Program,59.4%,5.0%,35.6%,25.0%," 1,410 ",71%,29%,$3.13,"$1,847,000.00"
48235,TX,"Irion County, Texas",13.4%, 210 ,165%,SNAP,185%,Other Nutrition Program,48.4%,10.2%,41.3%,20.9%, 80 ,64%,36%,$2.79,"$100,000.00"
48237,TX,"Jack County, Texas",15.9%," 1,410 ",165%,SNAP,185%,Other Nutrition Program,51.7%,3.1%,45.2%,24.7%, 470 ,67%,33%,$3.04,"$730,000.00"
48239,TX,"Jackson County, Texas",14.0%," 2,060 ",165%,SNAP,185%,Other Nutrition Program,55.8%,6.8%,37.4%,21.1%, 800 ,57%,43%,$2.66,"$934,000.00"
48241,TX,"Jasper County, Texas",21.2%," 7,520 ",165%,SNAP,185%,Other Nutrition Program,60.9%,3.2%,35.9%,26.9%," 2,310 ",68%,32%,$2.89,"$3,708,000.00"
48243,TX,"Jeff Davis County, Texas",9.8%, 220 ,165%,SNAP,185%,Other Nutrition Program,87.3%,5.3%,7.4%,20.8%, 90 ,68%,32%,$3.00,"$113,000.00"
48245,TX,"Jefferson County, Texas",22.8%," 58,010 ",165%,SNAP,185%,Other Nutrition Program,62.3%,2.8%,34.8%,27.2%," 16,480 ",70%,31%,$2.97,"$29,353,000.00"
48247,TX,"Jim Hogg County, Texas",8.9%, 470 ,165%,SNAP,185%,Other Nutrition Program,82.3%,1.9%,15.8%,26.2%, 410 ,55%,45%,$2.46,"$197,000.00"
48249,TX,"Jim Wells County, Texas",10.7%," 4,420 ",165%,SNAP,185%,Other Nutrition Program,82.4%,3.0%,14.6%,25.9%," 3,040 ",65%,35%,$2.56,"$1,931,000.00"
48251,TX,"Johnson County, Texas",14.0%," 22,440 ",165%,SNAP,185%,Other Nutrition Program,54.9%,5.6%,39.5%,21.2%," 8,900 ",65%,35%,$2.75,"$10,515,000.00"
48253,TX,"Jones County, Texas",16.8%," 3,350 ",165%,SNAP,185%,Other Nutrition Program,40.1%,1.9%,58.0%,23.5%, 830 ,72%,28%,$2.90,"$1,660,000.00"
48255,TX,"Karnes County, Texas",11.9%," 1,790 ",165%,SNAP,185%,Other Nutrition Program,57.1%,1.0%,41.9%,23.4%, 740 ,60%,40%,$2.94,"$898,000.00"
48257,TX,"Kaufman County, Texas",14.8%," 16,950 ",165%,SNAP,185%,Other Nutrition Program,52.9%,5.8%,41.3%,20.8%," 6,650 ",63%,37%,$2.85,"$8,257,000.00"
48259,TX,"Kendall County, Texas",11.3%," 4,560 ",165%,SNAP,185%,Other Nutrition Program,38.7%,4.3%,57.0%,18.1%," 1,730 ",41%,60%,$3.14,"$2,446,000.00"
48261,TX,"Kenedy County, Texas",11.6%, 70 ,165%,SNAP,185%,Other Nutrition Program,82.3%,3.1%,14.6%,23.4%, 40 ,43%,57%,$2.56,"$31,000.00"
48263,TX,"Kent County, Texas",14.9%, 100 ,165%,SNAP,185%,Other Nutrition Program,50.8%,7.6%,41.6%,26.6%, 40 ,59%,41%,$2.87,"$49,000.00"
48265,TX,"Kerr County, Texas",14.0%," 7,110 ",165%,SNAP,185%,Other Nutrition Program,63.9%,6.6%,29.5%,22.9%," 2,270 ",75%,25%,$2.90,"$3,520,000.00"
48267,TX,"Kimble County, Texas",16.1%, 710 ,165%,SNAP,185%,Other Nutrition Program,65.6%,8.5%,25.9%,26.7%, 220 ,87%,13%,$2.88,"$349,000.00"
48269,TX,"King County, Texas",15.5%, 40 ,165%,SNAP,185%,Other Nutrition Program,65.5%,3.1%,31.5%,19.5%, 10 ,47%,53%,$2.78,"$19,000.00"
48271,TX,"Kinney County, Texas",8.7%, 320 ,165%,SNAP,185%,Other Nutrition Program,85.9%,11.8%,2.4%,18.4%, 130 ,82%,18%,$2.29,"$125,000.00"
48273,TX,"Kleberg County, Texas",13.0%," 4,100 ",165%,SNAP,185%,Other Nutrition Program,75.8%,0.4%,23.8%,23.7%," 1,830 ",61%,39%,$2.77,"$1,935,000.00"
48275,TX,"Knox County, Texas",13.2%, 500 ,165%,SNAP,185%,Other Nutrition Program,63.1%,4.7%,32.2%,22.3%, 230 ,69%,31%,$2.75,"$235,000.00"
48277,TX,"Lamar County, Texas",20.2%," 9,970 ",165%,SNAP,185%,Other Nutrition Program,67.4%,5.3%,27.3%,25.6%," 3,000 ",86%,15%,$2.57,"$4,366,000.00"
48279,TX,"Lamb County, Texas",13.0%," 1,730 ",165%,SNAP,185%,Other Nutrition Program,84.6%,1.5%,14.0%,23.9%, 900 ,78%,22%,$2.98,"$879,000.00"
48281,TX,"Lampasas County, Texas",14.5%," 2,960 ",165%,SNAP,185%,Other Nutrition Program,54.6%,3.8%,41.5%,21.2%," 1,020 ",64%,36%,$2.70,"$1,362,000.00"
48283,TX,"La Salle County, Texas",5.0%, 370 ,165%,SNAP,185%,Other Nutrition Program,100.0%,0.0%,0.0%,16.3%, 260 ,100%,0%,$2.49,"$157,000.00"
48285,TX,"Lavaca County, Texas",14.7%," 2,920 ",165%,SNAP,185%,Other Nutrition Program,52.0%,6.3%,41.7%,20.5%, 960 ,57%,44%,$2.68,"$1,338,000.00"
48287,TX,"Lee County, Texas",14.8%," 2,490 ",165%,SNAP,185%,Other Nutrition Program,60.8%,7.4%,31.8%,21.0%, 800 ,75%,25%,$3.16,"$1,342,000.00"
48289,TX,"Leon County, Texas",18.0%," 3,050 ",165%,SNAP,185%,Other Nutrition Program,63.6%,4.2%,32.1%,27.0%," 1,040 ",79%,21%,$2.86,"$1,488,000.00"
48291,TX,"Liberty County, Texas",17.8%," 14,210 ",165%,SNAP,185%,Other Nutrition Program,61.8%,3.9%,34.3%,25.4%," 5,180 ",73%,27%,$2.93,"$7,102,000.00"
48293,TX,"Limestone County, Texas",19.2%," 4,500 ",165%,SNAP,185%,Other Nutrition Program,71.3%,3.0%,25.7%,27.1%," 1,460 ",79%,21%,$2.76,"$2,116,000.00"
48295,TX,"Lipscomb County, Texas",12.0%, 420 ,165%,SNAP,185%,Other Nutrition Program,56.1%,2.8%,41.1%,19.7%, 190 ,59%,41%,$3.12,"$224,000.00"
48297,TX,"Live Oak County, Texas",12.5%," 1,500 ",165%,SNAP,185%,Other Nutrition Program,57.0%,4.4%,38.6%,23.0%, 550 ,62%,39%,$2.72,"$697,000.00"
48299,TX,"Llano County, Texas",15.6%," 3,150 ",165%,SNAP,185%,Other Nutrition Program,62.0%,4.8%,33.2%,23.6%, 690 ,71%,29%,$2.67,"$1,437,000.00"
48301,TX,"Loving County, Texas",17.7%, 10 ,165%,SNAP,185%,Other Nutrition Program,45.3%,3.1%,51.6%,22.6%, -   ,0%,100%,$3.11,"$5,000.00"
48303,TX,"Lubbock County, Texas",15.9%," 47,350 ",165%,SNAP,185%,Other Nutrition Program,66.6%,2.4%,31.1%,21.5%," 15,440 ",66%,34%,$3.00,"$24,253,000.00"
48305,TX,"Lynn County, Texas",12.5%, 720 ,165%,SNAP,185%,Other Nutrition Program,79.9%,2.5%,17.6%,23.3%, 360 ,82%,18%,$2.99,"$367,000.00"
48307,TX,"McCulloch County, Texas",13.8%," 1,130 ",165%,SNAP,185%,Other Nutrition Program,65.0%,1.5%,33.5%,23.4%, 450 ,67%,33%,$2.61,"$503,000.00"
48309,TX,"McLennan County, Texas",18.3%," 44,960 ",165%,SNAP,185%,Other Nutrition Program,68.2%,3.1%,28.7%,23.7%," 14,450 ",73%,27%,$2.76,"$21,200,000.00"
48311,TX,"McMullen County, Texas",7.0%, 40 ,165%,SNAP,185%,Other Nutrition Program,89.3%,10.7%,0.0%,20.1%, 30 ,56%,44%,$2.79,"$19,000.00"
48313,TX,"Madison County, Texas",17.4%," 2,440 ",165%,SNAP,185%,Other Nutrition Program,45.9%,2.7%,51.4%,22.7%, 630 ,74%,26%,$2.90,"$1,208,000.00"
48315,TX,"Marion County, Texas",22.6%," 2,290 ",165%,SNAP,185%,Other Nutrition Program,70.2%,4.6%,25.2%,29.5%, 560 ,85%,15%,$2.86,"$1,119,000.00"
48317,TX,"Martin County, Texas",8.2%, 460 ,165%,SNAP,185%,Other Nutrition Program,74.8%,14.7%,10.5%,17.3%, 300 ,75%,25%,$2.91,"$228,000.00"
48319,TX,"Mason County, Texas",13.8%, 570 ,165%,SNAP,185%,Other Nutrition Program,56.1%,8.0%,35.8%,22.3%, 190 ,84%,16%,$2.86,"$278,000.00"
48321,TX,"Matagorda County, Texas",16.9%," 6,200 ",165%,SNAP,185%,Other Nutrition Program,69.7%,1.2%,29.1%,27.8%," 2,650 ",72%,28%,$2.68,"$2,839,000.00"
48323,TX,"Maverick County, Texas",10.0%," 5,740 ",165%,SNAP,185%,Other Nutrition Program,98.6%,1.4%,0.0%,26.6%," 4,910 ",76%,25%,$2.16,"$2,120,000.00"
48325,TX,"Medina County, Texas",9.1%," 4,440 ",165%,SNAP,185%,Other Nutrition Program,61.1%,4.4%,34.5%,19.7%," 2,250 ",57%,43%,$2.76,"$2,093,000.00"
48327,TX,"Menard County, Texas",12.7%, 270 ,165%,SNAP,185%,Other Nutrition Program,60.5%,13.6%,25.9%,20.7%, 80 ,53%,48%,$2.80,"$129,000.00"
48329,TX,"Midland County, Texas",10.3%," 16,420 ",165%,SNAP,185%,Other Nutrition Program,50.1%,5.3%,44.5%,17.8%," 7,950 ",50%,50%,$3.02,"$8,470,000.00"
48331,TX,"Milam County, Texas",16.8%," 4,120 ",165%,SNAP,185%,Other Nutrition Program,69.0%,7.9%,23.1%,24.5%," 1,500 ",81%,19%,$2.96,"$2,081,000.00"
48333,TX,"Mills County, Texas",14.2%, 690 ,165%,SNAP,185%,Other Nutrition Program,55.7%,2.7%,41.6%,22.1%, 250 ,56%,44%,$2.74,"$322,000.00"
48335,TX,"Mitchell County, Texas",12.3%," 1,080 ",165%,SNAP,185%,Other Nutrition Program,36.6%,3.2%,60.2%,19.8%, 330 ,47%,53%,$2.90,"$535,000.00"
48337,TX,"Montague County, Texas",16.9%," 3,270 ",165%,SNAP,185%,Other Nutrition Program,62.5%,4.2%,33.3%,24.3%," 1,080 ",71%,30%,$2.84,"$1,585,000.00"
48339,TX,"Montgomery County, Texas",13.8%," 73,710 ",165%,SNAP,185%,Other Nutrition Program,49.4%,4.5%,46.1%,20.7%," 29,530 ",55%,45%,$3.05,"$38,391,000.00"
48341,TX,"Moore County, Texas",11.3%," 2,480 ",165%,SNAP,185%,Other Nutrition Program,74.0%,3.3%,22.6%,21.7%," 1,520 ",68%,32%,$2.88,"$1,218,000.00"
48343,TX,"Morris County, Texas",22.1%," 2,770 ",165%,SNAP,185%,Other Nutrition Program,55.1%,3.7%,41.2%,27.1%, 780 ,62%,38%,$2.79,"$1,321,000.00"
48345,TX,"Motley County, Texas",15.6%, 170 ,165%,SNAP,185%,Other Nutrition Program,76.9%,16.2%,6.9%,20.2%, 50 ,100%,0%,$2.90,"$84,000.00"
48347,TX,"Nacogdoches County, Texas",21.6%," 14,130 ",165%,SNAP,185%,Other Nutrition Program,67.7%,1.5%,30.8%,26.0%," 3,990 ",75%,25%,$2.89,"$6,957,000.00"
48349,TX,"Navarro County, Texas",17.1%," 8,270 ",165%,SNAP,185%,Other Nutrition Program,72.0%,4.5%,23.5%,24.7%," 3,140 ",74%,26%,$2.44,"$3,443,000.00"
48351,TX,"Newton County, Texas",21.5%," 3,050 ",165%,SNAP,185%,Other Nutrition Program,58.9%,8.0%,33.0%,26.1%, 770 ,55%,45%,$2.97,"$1,544,000.00"
48353,TX,"Nolan County, Texas",14.3%," 2,150 ",165%,SNAP,185%,Other Nutrition Program,66.8%,3.2%,30.0%,23.0%, 870 ,68%,32%,$2.92,"$1,072,000.00"
48355,TX,"Nueces County, Texas",11.6%," 41,660 ",165%,SNAP,185%,Other Nutrition Program,72.5%,2.5%,25.0%,22.5%," 20,320 ",64%,36%,$2.80,"$19,890,000.00"
48357,TX,"Ochiltree County, Texas",9.8%," 1,030 ",165%,SNAP,185%,Other Nutrition Program,77.9%,9.7%,12.5%,18.9%, 630 ,70%,30%,$2.89,"$509,000.00"
48359,TX,"Oldham County, Texas",14.6%, 300 ,165%,SNAP,185%,Other Nutrition Program,44.6%,2.3%,53.1%,20.1%, 160 ,28%,72%,$3.01,"$154,000.00"
48361,TX,"Orange County, Texas",19.0%," 15,950 ",165%,SNAP,185%,Other Nutrition Program,56.2%,2.8%,41.0%,25.7%," 5,360 ",68%,32%,$2.97,"$8,094,000.00"
48363,TX,"Palo Pinto County, Texas",16.7%," 4,690 ",165%,SNAP,185%,Other Nutrition Program,68.0%,6.3%,25.7%,25.4%," 1,680 ",81%,19%,$2.92,"$2,335,000.00"
48365,TX,"Panola County, Texas",19.1%," 4,510 ",165%,SNAP,185%,Other Nutrition Program,63.2%,6.4%,30.5%,24.9%," 1,400 ",75%,25%,$2.83,"$2,179,000.00"
48367,TX,"Parker County, Texas",13.9%," 17,560 ",165%,SNAP,185%,Other Nutrition Program,42.9%,5.5%,51.6%,20.7%," 6,430 ",55%,45%,$3.06,"$9,182,000.00"
48369,TX,"Parmer County, Texas",9.3%, 910 ,165%,SNAP,185%,Other Nutrition Program,81.6%,3.9%,14.6%,21.2%, 610 ,67%,33%,$2.99,"$465,000.00"
48371,TX,"Pecos County, Texas",8.2%," 1,290 ",165%,SNAP,185%,Other Nutrition Program,65.6%,5.5%,28.9%,18.0%, 690 ,58%,42%,$2.92,"$644,000.00"
48373,TX,"Polk County, Texas",18.9%," 8,880 ",165%,SNAP,185%,Other Nutrition Program,61.8%,4.0%,34.2%,28.1%," 2,720 ",79%,22%,$2.89,"$4,375,000.00"
48375,TX,"Potter County, Texas",16.6%," 20,070 ",165%,SNAP,185%,Other Nutrition Program,76.7%,1.8%,21.5%,23.7%," 7,930 ",79%,21%,$2.87,"$9,826,000.00"
48377,TX,"Presidio County, Texas",13.5%, 970 ,165%,SNAP,185%,Other Nutrition Program,100.0%,0.0%,0.0%,27.7%, 560 ,95%,5%,$3.30,"$547,000.00"
48379,TX,"Rains County, Texas",16.1%," 1,810 ",165%,SNAP,185%,Other Nutrition Program,60.7%,7.2%,32.2%,22.5%, 530 ,73%,27%,$2.92,"$901,000.00"
48381,TX,"Randall County, Texas",13.4%," 17,490 ",165%,SNAP,185%,Other Nutrition Program,45.2%,4.2%,50.6%,19.3%," 6,110 ",53%,47%,$3.32,"$9,905,000.00"
48383,TX,"Reagan County, Texas",8.5%, 320 ,165%,SNAP,185%,Other Nutrition Program,80.0%,3.1%,16.9%,22.0%, 240 ,58%,43%,$2.92,"$159,000.00"
48385,TX,"Real County, Texas",17.4%, 580 ,165%,SNAP,185%,Other Nutrition Program,69.4%,7.0%,23.5%,28.0%, 190 ,87%,13%,$2.79,"$277,000.00"
48387,TX,"Red River County, Texas",20.1%," 2,480 ",165%,SNAP,185%,Other Nutrition Program,72.6%,7.1%,20.3%,24.0%, 590 ,85%,15%,$2.75,"$1,163,000.00"
48389,TX,"Reeves County, Texas",7.1%," 1,040 ",165%,SNAP,185%,Other Nutrition Program,75.5%,5.0%,19.5%,17.7%, 590 ,58%,42%,$2.91,"$517,000.00"
48391,TX,"Refugio County, Texas",12.9%, 940 ,165%,SNAP,185%,Other Nutrition Program,63.2%,2.6%,34.2%,24.9%, 430 ,60%,41%,$2.74,"$439,000.00"
48393,TX,"Roberts County, Texas",13.1%, 120 ,165%,SNAP,185%,Other Nutrition Program,31.3%,3.1%,65.6%,19.5%, 50 ,35%,65%,$3.17,"$65,000.00"
48395,TX,"Robertson County, Texas",17.5%," 2,930 ",165%,SNAP,185%,Other Nutrition Program,61.4%,4.0%,34.5%,23.0%, 930 ,66%,34%,$2.83,"$1,415,000.00"
48397,TX,"Rockwall County, Texas",11.9%," 10,770 ",165%,SNAP,185%,Other Nutrition Program,38.0%,4.2%,57.8%,18.2%," 4,570 ",42%,58%,$3.03,"$5,564,000.00"
48399,TX,"Runnels County, Texas",13.8%," 1,420 ",165%,SNAP,185%,Other Nutrition Program,72.2%,5.5%,22.3%,22.0%, 540 ,70%,31%,$2.86,"$693,000.00"
48401,TX,"Rusk County, Texas",18.2%," 9,620 ",165%,SNAP,185%,Other Nutrition Program,59.6%,5.4%,35.0%,24.3%," 3,000 ",76%,24%,$2.71,"$4,456,000.00"
48403,TX,"Sabine County, Texas",21.2%," 2,210 ",165%,SNAP,185%,Other Nutrition Program,70.9%,4.2%,24.9%,32.1%, 600 ,81%,19%,$2.96,"$1,115,000.00"
48405,TX,"San Augustine County, Texas",23.5%," 1,970 ",165%,SNAP,185%,Other Nutrition Program,69.0%,4.5%,26.5%,30.8%, 520 ,72%,28%,$2.91,"$978,000.00"
48407,TX,"San Jacinto County, Texas",18.3%," 5,010 ",165%,SNAP,185%,Other Nutrition Program,73.2%,7.2%,19.6%,25.1%," 1,530 ",84%,16%,$3.19,"$2,729,000.00"
48409,TX,"San Patricio County, Texas",12.4%," 8,280 ",165%,SNAP,185%,Other Nutrition Program,68.3%,5.3%,26.4%,24.3%," 4,440 ",67%,33%,$2.74,"$3,865,000.00"
48411,TX,"San Saba County, Texas",14.9%, 870 ,165%,SNAP,185%,Other Nutrition Program,72.0%,6.8%,21.2%,25.3%, 300 ,84%,16%,$2.69,"$399,000.00"
48413,TX,"Schleicher County, Texas",8.5%, 260 ,165%,SNAP,185%,Other Nutrition Program,51.7%,5.6%,42.7%,17.7%, 160 ,39%,62%,$2.79,"$124,000.00"
48415,TX,"Scurry County, Texas",12.3%," 2,130 ",165%,SNAP,185%,Other Nutrition Program,61.1%,3.9%,35.0%,20.6%, 900 ,70%,30%,$2.91,"$1,056,000.00"
48417,TX,"Shackelford County, Texas",16.2%, 540 ,165%,SNAP,185%,Other Nutrition Program,55.1%,3.7%,41.2%,23.1%, 190 ,59%,41%,$2.91,"$268,000.00"
48419,TX,"Shelby County, Texas",20.6%," 5,280 ",165%,SNAP,185%,Other Nutrition Program,74.9%,3.1%,22.0%,28.0%," 1,900 ",81%,19%,$2.92,"$2,631,000.00"
48421,TX,"Sherman County, Texas",10.5%, 320 ,165%,SNAP,185%,Other Nutrition Program,63.8%,14.8%,21.4%,20.9%, 150 ,72%,28%,$2.94,"$161,000.00"
48423,TX,"Smith County, Texas",18.2%," 40,500 ",165%,SNAP,185%,Other Nutrition Program,64.1%,4.0%,31.9%,23.0%," 12,690 ",71%,29%,$2.91,"$20,129,000.00"
48425,TX,"Somervell County, Texas",17.1%," 1,480 ",165%,SNAP,185%,Other Nutrition Program,55.9%,3.1%,41.1%,27.3%, 550 ,59%,41%,$2.79,"$706,000.00"
48427,TX,"Starr County, Texas",12.9%," 8,190 ",165%,SNAP,185%,Other Nutrition Program,91.2%,0.5%,8.3%,32.1%," 6,770 ",78%,22%,$2.71,"$3,786,000.00"
48429,TX,"Stephens County, Texas",16.6%," 1,560 ",165%,SNAP,185%,Other Nutrition Program,62.8%,3.7%,33.5%,26.4%, 550 ,76%,24%,$3.01,"$801,000.00"
48431,TX,"Sterling County, Texas",11.5%, 130 ,165%,SNAP,185%,Other Nutrition Program,67.1%,1.1%,31.8%,25.1%, 80 ,74%,26%,$2.91,"$65,000.00"
48433,TX,"Stonewall County, Texas",14.3%, 160 ,165%,SNAP,185%,Other Nutrition Program,55.5%,2.9%,41.6%,21.2%, 50 ,56%,44%,$2.86,"$78,000.00"
48435,TX,"Sutton County, Texas",8.0%, 310 ,165%,SNAP,185%,Other Nutrition Program,54.2%,9.2%,36.6%,18.0%, 180 ,33%,67%,$2.59,"$137,000.00"
48437,TX,"Swisher County, Texas",15.1%," 1,140 ",165%,SNAP,185%,Other Nutrition Program,78.5%,6.3%,15.2%,24.5%, 470 ,76%,24%,$3.01,"$585,000.00"
48439,TX,"Tarrant County, Texas",16.0%," 316,980 ",165%,SNAP,185%,Other Nutrition Program,58.5%,3.5%,38.0%,21.4%," 114,390 ",64%,36%,$2.89,"$156,340,000.00"
48441,TX,"Taylor County, Texas",16.7%," 22,660 ",165%,SNAP,185%,Other Nutrition Program,63.1%,3.5%,33.4%,22.4%," 7,490 ",67%,33%,$2.91,"$11,267,000.00"
48443,TX,"Terrell County, Texas",12.2%, 90 ,165%,SNAP,185%,Other Nutrition Program,81.1%,2.6%,16.3%,21.3%, 30 ,58%,42%,$2.55,"$39,000.00"
48445,TX,"Terry County, Texas",11.4%," 1,460 ",165%,SNAP,185%,Other Nutrition Program,83.2%,7.0%,9.9%,22.2%, 770 ,91%,9%,$2.99,"$745,000.00"
48447,TX,"Throckmorton County, Texas",16.8%, 260 ,165%,SNAP,185%,Other Nutrition Program,58.3%,5.7%,36.0%,23.7%, 80 ,64%,36%,$2.96,"$132,000.00"
48449,TX,"Titus County, Texas",15.3%," 4,990 ",165%,SNAP,185%,Other Nutrition Program,78.4%,6.0%,15.7%,24.7%," 2,350 ",77%,24%,$2.73,"$2,322,000.00"
48451,TX,"Tom Green County, Texas",13.1%," 15,270 ",165%,SNAP,185%,Other Nutrition Program,58.8%,5.2%,36.0%,20.6%," 5,680 ",61%,39%,$2.78,"$7,248,000.00"
48453,TX,"Travis County, Texas",14.6%," 171,740 ",165%,SNAP,185%,Other Nutrition Program,56.3%,2.4%,41.3%,20.2%," 53,870 ",59%,41%,$3.28,"$96,057,000.00"
48455,TX,"Trinity County, Texas",19.3%," 2,800 ",165%,SNAP,185%,Other Nutrition Program,75.6%,2.2%,22.2%,27.4%, 810 ,77%,23%,$2.90,"$1,385,000.00"
48457,TX,"Tyler County, Texas",19.3%," 4,150 ",165%,SNAP,185%,Other Nutrition Program,49.9%,5.4%,44.7%,27.4%," 1,120 ",76%,24%,$2.93,"$2,075,000.00"
48459,TX,"Upshur County, Texas",17.9%," 7,270 ",165%,SNAP,185%,Other Nutrition Program,54.8%,5.9%,39.3%,24.5%," 2,380 ",66%,34%,$2.92,"$3,618,000.00"
48461,TX,"Upton County, Texas",12.1%, 430 ,165%,SNAP,185%,Other Nutrition Program,63.8%,0.9%,35.3%,21.6%, 230 ,56%,44%,$2.92,"$214,000.00"
48463,TX,"Uvalde County, Texas",9.0%," 2,430 ",165%,SNAP,185%,Other Nutrition Program,95.2%,4.8%,0.0%,22.6%," 1,690 ",82%,18%,$2.55,"$1,057,000.00"
48465,TX,"Val Verde County, Texas",9.3%," 4,580 ",165%,SNAP,185%,Other Nutrition Program,91.8%,0.9%,7.3%,22.4%," 3,170 ",73%,28%,$2.34,"$1,826,000.00"
48467,TX,"Van Zandt County, Texas",16.2%," 8,690 ",165%,SNAP,185%,Other Nutrition Program,58.5%,5.3%,36.2%,23.2%," 2,890 ",71%,29%,$2.99,"$4,435,000.00"
48469,TX,"Victoria County, Texas",12.9%," 11,820 ",165%,SNAP,185%,Other Nutrition Program,66.3%,3.7%,29.9%,22.1%," 5,210 ",63%,37%,$2.63,"$5,296,000.00"
48471,TX,"Walker County, Texas",22.5%," 15,950 ",165%,SNAP,185%,Other Nutrition Program,50.6%,2.1%,47.3%,24.5%," 2,670 ",69%,31%,$2.94,"$7,993,000.00"
48473,TX,"Waller County, Texas",18.1%," 8,770 ",165%,SNAP,185%,Other Nutrition Program,63.5%,2.9%,33.6%,23.6%," 2,770 ",73%,27%,$3.32,"$4,969,000.00"
48475,TX,"Ward County, Texas",10.1%," 1,160 ",165%,SNAP,185%,Other Nutrition Program,67.4%,0.9%,31.6%,18.6%, 600 ,54%,46%,$2.83,"$561,000.00"
48477,TX,"Washington County, Texas",16.9%," 5,850 ",165%,SNAP,185%,Other Nutrition Program,57.6%,6.3%,36.1%,22.8%," 1,700 ",78%,22%,$3.03,"$3,026,000.00"
48479,TX,"Webb County, Texas",9.4%," 25,250 ",165%,SNAP,185%,Other Nutrition Program,97.0%,3.0%,0.0%,25.2%," 23,050 ",70%,30%,$2.39,"$10,300,000.00"
48481,TX,"Wharton County, Texas",15.1%," 6,250 ",165%,SNAP,185%,Other Nutrition Program,73.7%,2.2%,24.1%,24.0%," 2,590 ",72%,28%,$2.72,"$2,899,000.00"
48483,TX,"Wheeler County, Texas",16.3%, 910 ,165%,SNAP,185%,Other Nutrition Program,66.1%,6.0%,27.9%,25.4%, 370 ,80%,20%,$3.06,"$475,000.00"
48485,TX,"Wichita County, Texas",18.5%," 24,410 ",165%,SNAP,185%,Other Nutrition Program,56.9%,3.4%,39.7%,24.5%," 7,300 ",71%,29%,$2.78,"$11,587,000.00"
